id,collectible,slug,classId,multiClassIds,cardTypeId,cardSetId,rarityId,artistName,health,attack,manaCost,name,text,image,imageGold,flavorText,cropImage,keywordIds,copyOfCardId,duels,childIds,spellSchoolId,minionTypeId,durability,armor
69543,1,69543-chillwind-yeti,12,[],4,1637,1,Mauro Cascioli,5.0,4.0,4,Chillwind Yeti,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4442dfd75bab6d5fa542969bf78bbbbe779a261e64b6047bc87167eda0a6aed4.png,,"He always dreamed of coming down from the mountains and opening a noodle shop, but he never got the nerve.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/376778eaa4e07202c06184221f5047bbc0a56c4fe23993118dea09d4b22b8b8c.png,,90.0,"{'relevant': True, 'constructed': True}",,,,,
61428,1,61428-circus-amalgam,12,[],4,1466,1,Andrew Hou,5.0,4.0,4,Circus Amalgam,<b>Taunt</b> <i>This has all minion types.</i>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/203d55710a28d6ba22547c5aedc96ac3a95ed2647569ac74bb9d06f8307a4b57.png,,Who needs a petting zoo when you have all the creatures right here?!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4c5760b0d815dfbcf4edd4f50d5059a0715e2f3bddcb05d9d8ae143a59d3329.png,[1],,"{'relevant': True, 'constructed': True}",,,26.0,,
60979,1,60979-circus-medic,12,[],4,1466,1,Arthur Bozonnet,4.0,3.0,4,Circus Medic,<b>Battlecry:</b> Restore 4 Health. <b>Corrupt:</b> Deal 4 damage instead.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/773683c0b8fc6a9d6d457fa23652435bc104fb5d973e34ebc095ff03211c4e44.png,,"Just be careful not to mix this with any creepy eyeballs, tentacles, or dark whispers, and you'll be fine in the morning.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/728e4e431b0316137e41444e133f415d1faf16b49b20a1accc127edb8c526ad5.png,"[8, 91]",,"{'relevant': True, 'constructed': True}",[61623],,,,
64724,1,64724-city-architect,12,[],4,1578,1,Konstantin Turovec,4.0,4.0,6,City Architect,<b>Battlecry:</b> Summon two 0/5 Castle Walls with <b>Taunt</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c62e451b245888b15d7828c06ed091ebecb9ef9a1896613fdaa8401138b802b8.png,,"""Oh, wait, I had this turned the wrong way. This was supposed to be a tower.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec71ba7414a09a6f4813a50075057bce4bc63cb4a854561d0a07547964cabbfc.png,"[1, 8]",,"{'relevant': True, 'constructed': True}",[65549],,,,
64523,1,64523-city-tax,5,[],5,1578,1,Alex Stone,,,2,City Tax,<b>Tradeable</b> <b>Lifesteal</b>. Deal 1 damage to all enemy minions.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/571d665827f10d800f3fdeb9a09b9652c35f24918b52eb0b6525115573ef2eac.png,,"""Look pal, I don't care what kind of legion you saved the world from, pay up or else.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d98369b4fad00e60a21983245a8b7c44801142d4ce23a409c78bbfc32e3500c8.png,"[38, 97]",,"{'relevant': True, 'constructed': True}",,,,,
61626,1,61626-claw-machine,12,[],4,1466,1,Jim Nelson,3.0,6.0,6,Claw Machine,<b>Rush</b>. <b>Deathrattle:</b> Draw a minion and give it +3/+3.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a304f933ed673d25e5dc78893d66b0a3ec6443ab6d8007e0efc04bfe4fecad9c.png,,"""I have been mrglrlglr… chosen!""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cce3d65a06a6e86a1e18ef919c386f468341ec4665a713021fecd1fe9873bdf6.png,"[12, 53]",,"{'relevant': True, 'constructed': True}",,,17.0,,
63464,1,63464-cleric-of-anshe,6,[],4,1525,1,Maria Trepalina,2.0,1.0,1,Cleric of An'she,"<b>Battlecry:</b> If you've restored Health this turn, <b>Discover</b> a spell from your deck.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bb6310028f0fb8a0b727d83e4d7e56b05a34e93f2ec47f29e7d88068598156cd.png,,"When it's her turn to cook, she'll always go for a Light sear.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/efdae27a55700897ba409074f891c19324b12d0cfc102caa375b61b00295e724.png,"[8, 21]",,"{'relevant': True, 'constructed': True}",,,,,
61154,1,61154-cloak-of-shadows,7,[],5,1466,4,Cheng Hao,,,3,Cloak of Shadows,Give your hero <b>Stealth</b> for 1 turn.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a44133a0fa110d2334abb99c8902dd22966a7dcc59c2615fa0e4e0e79ed52c22.png,,Only worthy emperors can see the cloak.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7d272fd6440046e4eda766233d57042a01fadc1c650bca0fbfcef63f6c18802.png,[6],,"{'relevant': True, 'constructed': True}",,6.0,,,
69720,1,69720-clockwork-giant,12,[],4,1637,4,Dan Scott,8.0,8.0,12,Clockwork Giant,Costs (1) less for each card in your opponent's hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7db2e4a8742d954d811878e32a42af9e09992e89ce601c7b756000db73cd133.png,,He and Mountain Giant don't get along.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39c3fbe3ea73f620c0b5ba972ea92338775190023eac4f6f866e3aea03f7e872.png,,2233.0,"{'relevant': True, 'constructed': True}",,,17.0,,
64433,1,64433-clumsy-courier,4,[],4,1578,4,Grace Liu,5.0,4.0,7,Clumsy Courier,<b>Battlecry:</b> Cast the highest Cost spell from your hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/883cb4664b007a2e35b16dfaeac8b485edf0db86143e560b26ce999476e573d1.png,,Not the nacho cheese!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2ca8a36591c95e68f1acd467c1688c67a20919413e7f8b5e1f21dddbda36012.png,[8],,"{'relevant': True, 'constructed': True}",,,,,
59402,1,59402-coerce,12,"[7, 10]",5,1443,3,Vladimir Kafanov,,,3,Coerce,Destroy a damaged minion. <b>Combo:</b> Destroy any minion.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e46a39a4693bffdb8c2217988e534aa9d9a2da47985c861c763f060e44e9e85.png,,"""Give me your lunch money, or the sandwich gets it!""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/07e284e5b60752a3382fc260ea59a66c6acd6a7a557221c28d27444763d44f47.png,[13],,"{'relevant': True, 'constructed': True}",,,,,
69715,1,69715-cogmaster,12,[],4,1637,1,Trent Kaniuga,2.0,1.0,1,Cogmaster,Has +2 Attack while you have a Mech.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c33bb4c0611d081ad066840c8cc76d55b0387c9c3311599b452900d14f2f85c9.png,,"After a while, you don't see the cogs and sprockets. All you see is a robot, a spider tank, a deathray...",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f8ad90a6f4148c0ba6f5ea6c7057ec73127607bbe332e470ef78d5a903baf44.png,,1932.0,"{'relevant': True, 'constructed': True}",,,,,
60280,1,60280-coilfang-warlord,14,[],4,1414,3,Kagi,5.0,9.0,8,Coilfang Warlord,<b>Rush</b> <b>Deathrattle:</b> Summon a 5/9 Warlord with <b>Taunt</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c46c13aec24942281c3521854a14e93b43df3c9a27e4edfbad4488086ce7363f.png,,Prepare for the staunch conch launch!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c52a03c67c114e96ce71d751d5f9afee4e8e67871ac720901c10a7d6dace76c5.png,"[1, 12, 53]",,,[60281],,,,
69620,1,69620-cold-blood,7,[],5,1637,1,Alex Horley Orlandelli,,,2,Cold Blood,Give a minion +2 Attack. <b>Combo:</b> +4 Attack instead.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2d57357a8aa313c866adaae68e5e2e797c7e5a168abc37af6de40ca5ffb0b212.png,,"""I'm cold blooded, check it and see!""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0618e3f1a104443fee211d9cc632c6748e23ff104a7b37c8aa92c6059397aa53.png,[13],268.0,"{'relevant': True, 'constructed': True}",,,,,
69697,1,69697-coldarra-drake,4,[],4,1637,4,Christopher Moeller,7.0,6.0,6,Coldarra Drake,You can use your Hero Power any number of times.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/843cba874149ae8b4ee08f967b93d486e35aeadb0d51fee4fb7d0afd7e931e4c.png,,"The Grand Tournament has a ""No dragons allowed"" policy, but it's rarely enforced.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6eed4c019533ff710736136afed37e154bdf3082c1bd04d49303e548a36c0ea9.png,,2544.0,"{'relevant': True, 'constructed': True}",,,24.0,,
69666,1,69666-coldlight-seer,12,[],4,1637,3,Arthur Gimaldinov,3.0,2.0,3,Coldlight Seer,<b>Battlecry:</b> Give your other Murlocs +2 Health.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8008de10f9cc065ff04757d6cd07ecf1e39af6dcd1103ad5c9acb47b9bc47324.png,,"The Coldlight murlocs reside in the darkest pits of the Abyssal Depths. So no, there's no getting away from murlocs.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4185bc6ee4888a938aefa3d3eede4b39f6205d5a8160ddadb407b482421f3fef.png,[8],453.0,"{'relevant': True, 'constructed': True}",,,14.0,,
59540,1,59540-combustion,4,[],5,1443,4,L. Lullabi & A. Zemskov,,,3,Combustion,Deal 4 damage to a minion. Any excess damages both neighbors.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/72867c442dd4b5d5446852d166ee24cf8106c79c33c2929a7d934f3872d748b8.png,,"Sally is friends with three Silverhand Recruits conveniently standing in a line. After casting this spell, how many friends does she have left? (Show your work.)",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b74ec8c3ab4779fc53f2a0b51b1728dfcd7cac79d76d45c2bf16256c835d010e.png,,,"{'relevant': True, 'constructed': True}",,2.0,,,
64322,1,64322-command-the-elements,8,[],5,1578,5,L. Lullabi & A. Zemskov,,,1,Command the Elements,<b>Questline:</b> Play 3 cards with <b>Overload</b>. <b>Reward:</b> Unlock your <b>Overloaded</b> Mana Crystals.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f58e0b1d02a254efda3c4f62322337e52669eb70742358a80910e6668d4aecc.png,,"What, you expected a shaman to have trouble with a place called STORMWIND?",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/102ded28eeca2c9bc89c94abc04f6eac83bb25b5e89a10cbcfdb87776d6c4200.png,"[14, 96]",,"{'relevant': True, 'constructed': True}","[64323, 64324, 67752, 68136]",,,,
59602,1,59602-commencement,5,"[10, 5]",5,1443,3,Zoltan Boros,,,7,Commencement,Summon a minion from your deck. Give it <b>Taunt</b> and <b>Divine Shield</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e559e7bb80a77841f895e453c7d5881d48044cf5755b588576f63a4d8d6e526.png,,"""Remember, graduates—you carry a heavy weight on your shoulders now.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/22b4e0c82077958fd7ad9f39bfbd6f7fc47950223133bdaa8176d48c83b74631.png,"[1, 3]",,"{'relevant': True, 'constructed': True}",,,,,
64385,1,64385-composting,2,[],5,1578,4,Michaela Nienaber,,,2,Composting,"Give your minions ""<b>Deathrattle:</b> Draw a card.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b3b8dd2c8434d4320a4a2ee38eb50e6197f198bc6fbb8e16f5c7a9b8510654ef.png,,The Treants really give their bodies to the cause.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94da6e12e64e0ad9dfe55908f60f3791ba5959c3e3c83e8457683694e5fb4811.png,[12],,"{'relevant': True, 'constructed': True}",,4.0,,,
62878,1,62878-condemn-rank-1,6,[],5,1525,4,James Ryman,,,2,Condemn (Rank 1),Deal 1 damage to all enemy minions. <i>(Upgrades when you have 5 Mana.)</i>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c1097e581558a60048a5a044e2cdfe27f5846dd424505232d0ac7f0478d5bbf2.png,,"""I wished you no harm, but for your cruelty, by the light, I condemn you all!"" Xyrella shouted, unaware that irony was not her strong suit.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/abc8422c17ff217cbba2866aae90267c03cc9862c0630d734cf63b7a4f19647e.png,,,"{'relevant': True, 'constructed': True}","[62883, 62884]",5.0,,,
63128,1,63128-conditioning-rank-1,10,[],5,1525,3,Hideaki Takamura,,,2,Conditioning (Rank 1),Give minions in your hand +1/+1. <i>(Upgrades when you have 5 Mana.)</i>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b700d0161efc61dda18d706ca9ffed8f08f3f9df4e2401daca9b2e43a4426f9b.png,,Now drop and give me 5 Mana.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/199a0f2878b78d4554cc2bc9921b643975f4e6e0dcef0cf2c9396f730c265642.png,,,"{'relevant': True, 'constructed': True}","[63608, 63609]",,,,
69606,1,69606-cone-of-cold,4,[],5,1637,1,Leo Che,,,3,Cone of Cold,"<b>Freeze</b> a minion and the minions next to it, and deal 1 damage to them.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40adb8435419d52e9c0717a2d0f02d5794c034e8ec7a1ed20a2f27e7f1db6280.png,,Magi of the Kirin Tor were casting Cubes of Cold for many years before Cones came into fashion some 90 years ago.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/10a4ea20c54c549b8674ecfa51d784d00375b79f820cd129b0ff42295821289b.png,[10],430.0,"{'relevant': True, 'constructed': True}",,3.0,,,
61176,1,61176-confection-cyclone,4,[],4,1466,1,Anton Zemskov,2.0,3.0,2,Confection Cyclone,<b>Battlecry:</b> Add two 1/2 Sugar Elementals to your hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2c91a0f124dafa0edffb25e5ce0e1b6e9e025ad12742178b628a9b49c2136b2.png,,"""Oh, I thought it was a desert elemental?""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/269ca0777a4c831fe939d7d92bfe26766db212cf4ce33a6d744d2ae739989fba.png,[8],,"{'relevant': True, 'constructed': True}",[61583],,18.0,,
61957,1,61957-conjure-mana-biscuit,4,[],5,1466,1,Adam Byrne,,,2,Conjure Mana Biscuit,Add a Biscuit to your hand that refreshes 2 Mana Crystals.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/522c5a90d24901148f32673e67bf34fc1879ae03929c94b56bc1751f3984665b.png,,So THIS is why she was AFK.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0eb0a4375f0590ccef050c602bb7f272083970653ca01171d9ee14ad0800b3c5.png,,,"{'relevant': True, 'constructed': True}",[61980],1.0,,,
69532,1,69532-consecration,5,[],5,1637,1,Vance Kovacs,,,4,Consecration,Deal 2 damage to all enemies.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e455c7b9259e8f193b6107d96a211564dcdb4e3097a52af3bc3471d3a92afe6.png,,"Consecrated ground glows with Holy energy. But it smells a little, too.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c22d347131e5af39a7aca305303c7b47b1d523aa689db5672e18d8869cd71760.png,,476.0,"{'relevant': True, 'constructed': True}",,5.0,,,
62947,1,62947-conviction-rank-1,5,[],5,1525,4,Ursula Dorada,,,2,Conviction (Rank 1),Give a random friendly minion +3 Attack. <i>(Upgrades when you have 5 Mana.)</i>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c1ff45bb8e5032b8c338792a75abc3a26b4e26d8916ae10542e66d8ce9f21a5.png,,It was the strength of Cariel's faith that emboldened the defenders of Northwatch that day. Although the strength of her giant hammer didn’t exactly hurt either.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e2516711a8ea6c38ce2ef6797515013b0769c16204dc5f74845a460f5e16c3b8.png,,,"{'relevant': True, 'constructed': True}","[62948, 62949]",5.0,,,
65700,1,65700-cookie-the-cook,8,[],4,1578,5,Ivan Fomin,3.0,2.0,3,Cookie the Cook,<b>Lifesteal</b> <b>Deathrattle:</b> Equip a 2/3 Stirring Rod with <b>Lifesteal</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d4b3d4b4d089fbedd014f2c24cda0f03f5e0e5c5ba3372e9cab25b70d49b071.png,,"Unsurprisingly, ""Seafood Surprise"" was no one's favorite dish.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1408971c8c06485c3b030e97820b791873871eae87458ca7a692cf2627c70afb.png,"[12, 38]",,"{'relevant': True, 'constructed': True}",[66679],,14.0,,
69504,1,69504-coordinated-strike,14,[],5,1637,1,L. Lullabi & K. Turovec,,,3,Coordinated Strike,Summon three 1/1 Illidari with <b>Rush</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2d2a5d997a9ad1a1510d7ab1cd0aba97c367b06b4ec62db7511f63533c2c3ef4.png,,"Undisputed champions of ""Dancing with the Satyrs.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f839df1d02954e871e415f2292f1a83e3f95ef705579658e5ec557b682813058.png,[53],56792.0,"{'relevant': True, 'constructed': True}",[56927],,,,
65678,1,65678-copycat,6,[],4,1578,3,Dave Allsop,4.0,3.0,3,Copycat,<b>Battlecry:</b> Add a copy of the next card your opponent plays to your hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f184ed24240c3e7b93f76565d5d65a94673b25478684ac190333b402fc15abd.png,,"Whatever you do, DON’T let two of them meet.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/22ece6f97174f740ceaa2a905c589c88c062075a83d1831866109a652a26d107.png,[8],,"{'relevant': True, 'constructed': True}",,,20.0,,
64728,1,64728-cornelius-roame,12,[],4,1578,5,Rafael Zanchetin,5.0,4.0,6,Cornelius Roame,"At the start and end of each player's turn, draw a card.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/121fca665f5cc269d7ce4ae3c116fde5ceb2e58dd1f8c61c1c00f66cb3cba63f.png,,Raised two perfectly normal daughters. Then one died and brought doom to Stormwind.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7daf48ce15cbb886cff6db34199c9cfc1ab3661ed089bdb528913f5a1ebb798d.png,,,"{'relevant': True, 'constructed': True}",,,,,
56512,1,56512-corsair-cache,10,[],5,1414,3,Ludo Lullabi,,,2,Corsair Cache,Draw a weapon. Give it +1 Durability.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c7424f96c9a6c9a11aab4b7f99d711ca982e7dc9d1cf6b2c0dc8c3bf261236a.png,,Where's a corsair's favorite place to hide treasure? Under their deck!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6112d18bfbdabeea5c4e90bfe33706301a82d2169b57c9648b48cb02cf91ebee.png,,,,,,,,
61297,1,61297-costumed-entertainer,12,[],4,1466,1,Matt Dixon,2.0,1.0,2,Costumed Entertainer,<b>Battlecry:</b> Give a random minion in your hand +2/+2.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/694204868b2cdcd2d978451bfbe94764b3c914fabd79256267ab0e1a0b5b38e2.png,,Just remember not to talk. It breaks character.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb7f54e62bef4d4387679060b49b9a9692d38112cec87756b2cc73e8d9d8180b.png,[8],,"{'relevant': True, 'constructed': True}",,,,,
64013,1,64013-counterfeit-blade,7,[],7,1578,4,SARIYA ,,4.0,4,Counterfeit Blade,<b>Battlecry:</b> Gain a random friendly <b>Deathrattle</b> that triggered this game.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2bf2a3b716d8f73466fcbe5ae01898ce1100aecc364497def521d474797a133.png,,"Don't worry, the blade retracts into the handle!",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/777b263764c02000fa19f626cd7504f3bc6440e1c43cbbc04770ec5bf323f2a9.png,"[8, 12]",,"{'relevant': True, 'constructed': True}",,,,2.0,
69607,1,69607-counterspell,4,[],5,1637,3,Jason Chan,,,3,Counterspell,"<b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53b70157de8f64d3fb818cae8878e54ef54ea31eb2d31eaa2037683802681798.png,,What's the difference between a mage playing with Counterspell and a mage who isn't? The mage who isn't is getting Pyroblasted in the face.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/68bbb929d3f20324911227661352396f1d58e9f95e1d01cfa16626591a28eb1c.png,"[5, 16]",113.0,"{'relevant': True, 'constructed': True}",,1.0,,,
64196,1,64196-cowardly-grunt,10,[],4,1578,3,Dave Greco,2.0,6.0,6,Cowardly Grunt,<b>Deathrattle:</b> Summon a minion from your deck.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/972bc6d352206b304d6de5180f36fd2ebdb7c5309c837aec26d0b09a03035fca.png,,Cowardice is the wisest part of valor.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5dc541787c76e1bcd3b7a5ff01e84d27f2beb004647d0c8e751d28d03f14dd9.png,[12],,"{'relevant': True, 'constructed': True}",,,,,
61969,1,61969-crabrider,12,[],4,1466,1,Matt Dixon,4.0,1.0,2,Crabrider,<b>Rush</b> <b>Battlecry:</b> Gain <b>Windfury</b> this turn only.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db3b432376d821f0c3052125616b22477ed8971418dba0fde2f86dcc17e2f8a5.png,,"""Now I'm falling asleep and she's calling a crab…""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab94c1c6d661b384f30b6776489b8b70a0dec58956ae0833e4ef153844820418.png,"[8, 11, 53]",,"{'relevant': True, 'constructed': True}",,,14.0,,
59639,1,59639-cram-session,4,[],5,1443,3,Arthur Gimaldinov,,,2,Cram Session,"Draw 1 (card, cards) <i>(improved by <b>Spell Damage</b>)</i>.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc1b6be45a593b372358240815f0ba2d0c3c4b5c65998cf1880a60292b8adfd8.png,,"The font of the arcane gives nearly limitless access to power and energy! But it can't keep you awake, for that we still use coffee.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7810f2fd773b19704488e7a81dfcdc75246c067dfd5bbe8fda5d499921811da7.png,[2],,"{'relevant': True, 'constructed': True}",,1.0,,,
69661,1,69661-crazed-alchemist,12,[],4,1637,3,Tom Fleming,2.0,2.0,2,Crazed Alchemist,<b>Battlecry:</b> Swap the Attack and Health of a minion.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f3c5613ec3e916c98dba3be150ab800320700a1eee96db2cb3d521f09f3c7c99.png,,"""You'll <i>love</i> my new recipe!"" he says... especially if you're not happy with your current number of limbs.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0431ee6f17236da682d75b1b85b5ad86f58cbb8124e588f67e875e30b38a2268.png,[8],801.0,"{'relevant': True, 'constructed': True}",,,,,
62498,1,62498-crimson-clergy,6,[],4,1637,3,Konstantin Porubov,3.0,1.0,1,Crimson Clergy,"After a friendly character is healed, gain +1 Attack.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00c8ab98fdc60bf2162c24d3cc3db53b716b14e5f99cbbf1c17f4783dccdc247.png,,He won't drop the ball.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36d45a99ad156f2e532ccb87320176a7f6eff0323f2f17a8ad22f70d791b4501.png,,,"{'relevant': True, 'constructed': True}",,,,,
58973,1,58973-crimson-hothead,12,[],4,1443,1,Mauricio Herrera,6.0,3.0,4,Crimson Hothead,<b>Spellburst:</b> Gain +1 Attack and <b>Taunt</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd5f643884f1e474093dd3e6a607054d6b22ce617297a359688aba15e9eb912d.png,,Has a real passion for spelling.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7f7c3d2c131a0e9e30c75fe00d7fd48976c075eccdcb2819ea9fe74783e9d43.png,"[1, 88]",,"{'relevant': True, 'constructed': True}",,,24.0,,
58170,1,58170-crimson-sigil-runner,14,[],4,1414,1,Arthur Bozonnet,1.0,1.0,1,Crimson Sigil Runner,<b>Outcast:</b> Draw a card.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a945d2c32753c212d5e70b60d929008913e62f2c0e4af66f7f13346a17cd3d0f.png,,"He's not the fastest of the bunch, but he'll take a stab at it anyway.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/982a0faced5f333bb1b35d673aff4c6b2595a1dd553820e37db057379aceed4e.png,[86],,,,,,,
69683,1,69683-crimson-sigil-runner,14,[],4,1637,1,Arthur Bozonnet,1.0,1.0,1,Crimson Sigil Runner,<b>Outcast:</b> Draw a card.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ccc12172caaf2bf0ce27b1ac1f7d07b0bb5f3275e203c6e1f579224c762b335.png,,"He's not the fastest of the bunch, but he'll take a stab at it anyway.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/982a0faced5f333bb1b35d673aff4c6b2595a1dd553820e37db057379aceed4e.png,[86],58170.0,"{'relevant': True, 'constructed': True}",,,,,
63019,1,63019-crossroads-gossiper,12,[],4,1525,1,Matt Dixon,3.0,4.0,3,Crossroads Gossiper,"After a friendly <b>Secret</b> is revealed, gain +2/+2.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5c73a2fcf0865434f13845af4a68add358eb7a29bfb185c2d8580649546c48d.png,,Not afraid to spill the tea.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1fb7dacdc4ac2eccadc371535771af3bb51a6dbcd59fdd792970cd3d4215ff9e.png,[5],,"{'relevant': True, 'constructed': True}",,,,,
62584,1,62584-crossroads-watch-post,12,[],4,1525,4,Konstantin Turovec,6.0,4.0,4,Crossroads Watch Post,"Can't attack. Whenever your opponent casts a spell, give your minions +1/+1.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43b3be73a596dc6f4e1c0179e4f241c56a482afbd8d498ca0d17065f9e6e42aa.png,,All of Barrens Chat is recorded and kept on thousands of scrolls stored beneath this tower.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9beca4c6438e203949bf4e618895157a7c943510687ab22fd824199a1c144e4a.png,,,"{'relevant': True, 'constructed': True}",,,,,
65609,1,65609-crows-nest-lookout,14,[],4,1578,1,Matt Dixon,2.0,2.0,3,Crow's Nest Lookout,<b>Battlecry:</b> Deal 2 damage to the left and right-most enemy minions.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18e0a97f1d5194ff6d0f4f30554151d08bc923efa29d8a2e2d3e548016f25291.png,,The extra eyes means he sees extra good.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f657348eb7507b01a993d2515da4ac257c5164c7673fd00852cd48657bb4af72.png,[8],,"{'relevant': True, 'constructed': True}",,,15.0,,
69644,1,69644-cruel-taskmaster,10,[],4,1637,1,Phroilan Gardner,2.0,2.0,2,Cruel Taskmaster,<b>Battlecry:</b> Deal 1 damage to a minion and give it +2 Attack.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee9ac05a6097f0c22d75ac58193b284aa8f96af665461589107a6c38241ea93a.png,,"""I'm going to need you to come in on Sunday."" - Cruel Taskmaster",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3c119ab22bee46cfdc3a78b171af85a29c961e6e682d011afd69b891edc3278.png,[8],285.0,"{'relevant': True, 'constructed': True}",,,,,
